algoritmo,n,escenario,repeticion,comparaciones,tiempo_ns,tiempo_orden_ns
lineal,100000,inicio,3,1,0,0
binaria,100000,inicio,3,16,100,18660500
lineal,100000,inicio,4,1,100,0
binaria,100000,inicio,4,16,100,18660500
lineal,100000,inicio,5,1,100,0
binaria,100000,inicio,5,16,100,18660500
lineal,100000,inicio,6,1,100,0
binaria,100000,inicio,6,16,100,18660500
lineal,100000,inicio,7,1,100,0
binaria,100000,inicio,7,16,100,18660500
lineal,100000,inicio,8,1,100,0
binaria,100000,inicio,8,16,100,18660500
lineal,100000,inicio,9,1,100,0
binaria,100000,inicio,9,16,100,18660500
lineal,100000,inicio,10,1,100,0
binaria,100000,inicio,10,16,100,18660500
lineal,100000,inicio,11,1,100,0
binaria,100000,inicio,11,16,100,18660500
lineal,100000,inicio,12,1,100,0
binaria,100000,inicio,12,16,100,18660500
lineal,100000,inicio,13,1,100,0
binaria,100000,inicio,13,16,100,18660500
lineal,100000,inicio,14,1,100,0
binaria,100000,inicio,14,16,100,18660500
lineal,100000,inicio,15,1,100,0
binaria,100000,inicio,15,16,100,18660500
lineal,100000,inicio,16,1,100,0
binaria,100000,inicio,16,16,200,18660500
lineal,100000,inicio,17,1,0,0
binaria,100000,inicio,17,16,100,18660500
lineal,100000,inicio,18,1,100,0
binaria,100000,inicio,18,16,100,18660500
lineal,100000,inicio,19,1,100,0
binaria,100000,inicio,19,16,100,18660500
lineal,100000,inicio,20,1,100,0
binaria,100000,inicio,20,16,100,18660500
lineal,100000,inicio,21,1,100,0
binaria,100000,inicio,21,16,100,18660500
lineal,100000,inicio,22,1,100,0
binaria,100000,inicio,22,16,100,18660500
lineal,100000,inicio,23,1,100,0
binaria,100000,inicio,23,16,100,18660500
lineal,100000,inicio,24,1,100,0
binaria,100000,inicio,24,16,100,18660500
lineal,100000,inicio,25,1,100,0
binaria,100000,inicio,25,16,100,18660500
lineal,100000,inicio,26,1,100,0
binaria,100000,inicio,26,16,100,18660500
lineal,100000,inicio,27,1,100,0
binaria,100000,inicio,27,16,100,18660500
lineal,100000,inicio,28,1,0,0
binaria,100000,inicio,28,16,100,18660500
lineal,100000,inicio,29,1,100,0
binaria,100000,inicio,29,16,100,18660500
lineal,100000,centro,0,50001,56400,0
binaria,100000,centro,0,16,300,18660500
lineal,100000,centro,1,50001,35900,0
binaria,100000,centro,1,16,200,18660500
lineal,100000,centro,2,50001,35900,0
binaria,100000,centro,2,16,200,18660500
lineal,100000,centro,3,50001,35900,0
binaria,100000,centro,3,16,100,18660500
lineal,100000,centro,4,50001,36000,0
binaria,100000,centro,4,16,100,18660500
lineal,100000,centro,5,50001,35900,0
binaria,100000,centro,5,16,200,18660500
lineal,100000,centro,6,50001,35900,0
binaria,100000,centro,6,16,100,18660500
lineal,100000,centro,7,50001,35900,0
binaria,100000,centro,7,16,100,18660500
lineal,100000,centro,8,50001,35900,0
binaria,100000,centro,8,16,100,18660500
lineal,100000,centro,9,50001,36000,0
binaria,100000,centro,9,16,100,18660500
lineal,100000,centro,10,50001,35900,0
binaria,100000,centro,10,16,100,18660500
lineal,100000,centro,11,50001,35900,0
binaria,100000,centro,11,16,100,18660500
lineal,100000,centro,12,50001,35900,0
binaria,100000,centro,12,16,200,18660500
lineal,100000,centro,13,50001,35900,0
binaria,100000,centro,13,16,100,18660500
lineal,100000,centro,14,50001,35900,0
binaria,100000,centro,14,16,100,18660500
lineal,100000,centro,15,50001,35900,0
binaria,100000,centro,15,16,200,18660500
lineal,100000,centro,16,50001,35900,0
binaria,100000,centro,16,16,100,18660500
lineal,100000,centro,17,50001,36000,0
binaria,100000,centro,17,16,100,18660500
lineal,100000,centro,18,50001,35900,0
binaria,100000,centro,18,16,200,18660500
lineal,100000,centro,19,50001,35900,0
binaria,100000,centro,19,16,100,18660500
lineal,100000,centro,20,50001,36000,0
binaria,100000,centro,20,16,100,18660500
lineal,100000,centro,21,50001,46200,0
binaria,100000,centro,21,16,100,18660500
lineal,100000,centro,22,50001,36100,0
binaria,100000,centro,22,16,100,18660500
lineal,100000,centro,23,50001,35900,0
binaria,100000,centro,23,16,100,18660500
lineal,100000,centro,24,50001,35900,0
binaria,100000,centro,24,16,100,18660500
lineal,100000,centro,25,50001,36000,0
binaria,100000,centro,25,16,100,18660500
lineal,100000,centro,26,50001,36000,0
binaria,100000,centro,26,16,100,18660500
lineal,100000,centro,27,50001,35900,0
binaria,100000,centro,27,16,100,18660500
lineal,100000,centro,28,50001,35900,0
binaria,100000,centro,28,16,200,18660500
lineal,100000,centro,29,50001,35900,0
binaria,100000,centro,29,16,200,18660500
lineal,100000,final,0,100000,89400,0
binaria,100000,final,0,17,300,18660500
lineal,100000,final,1,100000,72200,0
binaria,100000,final,1,17,200,18660500
lineal,100000,final,2,100000,71700,0
binaria,100000,final,2,17,200,18660500
lineal,100000,final,3,100000,71700,0
binaria,100000,final,3,17,100,18660500
lineal,100000,final,4,100000,72000,0
binaria,100000,final,4,17,100,18660500
lineal,100000,final,5,100000,577000,0
binaria,100000,final,5,17,1000,18660500
lineal,100000,final,6,100000,116300,0
binaria,100000,final,6,17,300,18660500
lineal,100000,final,7,100000,92600,0
binaria,100000,final,7,17,200,18660500
lineal,100000,final,8,100000,88900,0
binaria,100000,final,8,17,200,18660500
lineal,100000,final,9,100000,82300,0
binaria,100000,final,9,17,200,18660500
lineal,100000,final,10,100000,95300,0
binaria,100000,final,10,17,200,18660500
lineal,100000,final,11,100000,87800,0
binaria,100000,final,11,17,200,18660500
lineal,100000,final,12,100000,90600,0
binaria,100000,final,12,17,200,18660500
lineal,100000,final,13,100000,83200,0
binaria,100000,final,13,17,200,18660500
lineal,100000,final,14,100000,84700,0
binaria,100000,final,14,17,100,18660500
lineal,100000,final,15,100000,83500,0
binaria,100000,final,15,17,200,18660500
lineal,100000,final,16,100000,82500,0
binaria,100000,final,16,17,100,18660500
lineal,100000,final,17,100000,82700,0
binaria,100000,final,17,17,200,18660500
lineal,100000,final,18,100000,115300,0
binaria,100000,final,18,17,300,18660500
lineal,100000,final,19,100000,97500,0
binaria,100000,final,19,17,300,18660500
lineal,100000,final,20,100000,81500,0
binaria,100000,final,20,17,200,18660500
lineal,100000,final,21,100000,103500,0
binaria,100000,final,21,17,100,18660500
lineal,100000,final,22,100000,82500,0
binaria,100000,final,22,17,200,18660500
lineal,100000,final,23,100000,90700,0
binaria,100000,final,23,17,200,18660500
lineal,100000,final,24,100000,79300,0
binaria,100000,final,24,17,200,18660500
lineal,100000,final,25,100000,83800,0
binaria,100000,final,25,17,200,18660500
lineal,100000,final,26,100000,81600,0
binaria,100000,final,26,17,100,18660500
lineal,100000,final,27,100000,89600,0
binaria,100000,final,27,17,200,18660500
lineal,100000,final,28,100000,145200,0
binaria,100000,final,28,17,800,18660500
lineal,100000,final,29,100000,102800,0
binaria,100000,final,29,17,300,18660500
lineal,100000,ausente,0,100000,78200,0
binaria,100000,ausente,0,17,300,18660500
lineal,100000,ausente,1,100000,72000,0
binaria,100000,ausente,1,17,200,18660500
lineal,100000,ausente,2,100000,77300,0
binaria,100000,ausente,2,17,200,18660500
lineal,100000,ausente,3,100000,74100,0
binaria,100000,ausente,3,17,100,18660500
lineal,100000,ausente,4,100000,71700,0
binaria,100000,ausente,4,17,200,18660500
lineal,100000,ausente,5,100000,103000,0
binaria,100000,ausente,5,17,200,18660500
lineal,100000,ausente,6,100000,71700,0
binaria,100000,ausente,6,17,100,18660500
lineal,100000,ausente,7,100000,71700,0
binaria,100000,ausente,7,17,200,18660500
lineal,100000,ausente,8,100000,71700,0
binaria,100000,ausente,8,17,200,18660500
lineal,100000,ausente,9,100000,71700,0
binaria,100000,ausente,9,17,100,18660500
lineal,100000,ausente,10,100000,71700,0
binaria,100000,ausente,10,17,100,18660500
lineal,100000,ausente,11,100000,71700,0
binaria,100000,ausente,11,17,200,18660500
lineal,100000,ausente,12,100000,71700,0
binaria,100000,ausente,12,17,100,18660500
lineal,100000,ausente,13,100000,71800,0
binaria,100000,ausente,13,17,100,18660500
lineal,100000,ausente,14,100000,71700,0
binaria,100000,ausente,14,17,100,18660500
lineal,100000,ausente,15,100000,71700,0
binaria,100000,ausente,15,17,200,18660500
lineal,100000,ausente,16,100000,71700,0
binaria,100000,ausente,16,17,100,18660500
lineal,100000,ausente,17,100000,71700,0
binaria,100000,ausente,17,17,100,18660500
lineal,100000,ausente,18,100000,80600,0
binaria,100000,ausente,18,17,100,18660500
lineal,100000,ausente,19,100000,71800,0
binaria,100000,ausente,19,17,100,18660500
lineal,100000,ausente,20,100000,71800,0
binaria,100000,ausente,20,17,100,18660500
lineal,100000,ausente,21,100000,71700,0
binaria,100000,ausente,21,17,200,18660500
lineal,100000,ausente,22,100000,71700,0
binaria,100000,ausente,22,17,100,18660500
lineal,100000,ausente,23,100000,71800,0
binaria,100000,ausente,23,17,100,18660500
lineal,100000,ausente,24,100000,71700,0
binaria,100000,ausente,24,17,200,18660500
lineal,100000,ausente,25,100000,71700,0
binaria,100000,ausente,25,17,100,18660500
lineal,100000,ausente,26,100000,71800,0
binaria,100000,ausente,26,17,100,18660500
lineal,100000,ausente,27,100000,71700,0
binaria,100000,ausente,27,17,100,18660500
lineal,100000,ausente,28,100000,71700,0
binaria,100000,ausente,28,17,200,18660500
lineal,100000,ausente,29,100000,71800,0
binaria,100000,ausente,29,17,100,18660500
lineal,500000,inicio,0,1,200,0
binaria,500000,inicio,0,18,400,83787000
lineal,500000,inicio,1,1,100,0
binaria,500000,inicio,1,18,100,83787000
lineal,500000,inicio,2,1,100,0
binaria,500000,inicio,2,18,100,83787000
lineal,500000,inicio,3,1,100,0
binaria,500000,inicio,3,18,100,83787000
lineal,500000,inicio,4,1,100,0
binaria,500000,inicio,4,18,100,83787000
lineal,500000,inicio,5,1,0,0
binaria,500000,inicio,5,18,200,83787000
lineal,500000,inicio,6,1,100,0
binaria,500000,inicio,6,18,100,83787000
lineal,500000,inicio,7,1,100,0
binaria,500000,inicio,7,18,100,83787000
lineal,500000,inicio,8,1,100,0
binaria,500000,inicio,8,18,100,83787000
lineal,500000,inicio,9,1,100,0
binaria,500000,inicio,9,18,100,83787000
lineal,500000,inicio,10,1,100,0
binaria,500000,inicio,10,18,100,83787000
lineal,500000,inicio,11,1,0,0
binaria,500000,inicio,11,18,100,83787000
lineal,500000,inicio,12,1,100,0
binaria,500000,inicio,12,18,100,83787000
lineal,500000,inicio,13,1,100,0
binaria,500000,inicio,13,18,100,83787000
lineal,500000,inicio,14,1,100,0
binaria,500000,inicio,14,18,100,83787000
lineal,500000,inicio,15,1,100,0
binaria,500000,inicio,15,18,100,83787000
lineal,500000,inicio,16,1,100,0
binaria,500000,inicio,16,18,200,83787000
lineal,500000,inicio,17,1,100,0
binaria,500000,inicio,17,18,100,83787000
lineal,500000,inicio,18,1,100,0
binaria,500000,inicio,18,18,100,83787000
lineal,500000,inicio,19,1,100,0
binaria,500000,inicio,19,18,100,83787000
lineal,500000,inicio,20,1,100,0
binaria,500000,inicio,20,18,100,83787000
lineal,500000,inicio,21,1,100,0
binaria,500000,inicio,21,18,200,83787000
lineal,500000,inicio,22,1,0,0
binaria,500000,inicio,22,18,100,83787000
lineal,500000,inicio,23,1,100,0
binaria,500000,inicio,23,18,100,83787000
lineal,500000,inicio,24,1,100,0
binaria,500000,inicio,24,18,100,83787000
lineal,500000,inicio,25,1,100,0
binaria,500000,inicio,25,18,200,83787000
lineal,500000,inicio,26,1,0,0
binaria,500000,inicio,26,18,100,83787000
lineal,500000,inicio,27,1,100,0
binaria,500000,inicio,27,18,100,83787000
lineal,500000,inicio,28,1,100,0
binaria,500000,inicio,28,18,100,83787000
lineal,500000,inicio,29,1,100,0
binaria,500000,inicio,29,18,100,83787000
lineal,500000,centro,0,250001,279900,0
binaria,500000,centro,0,18,600,83787000
lineal,500000,centro,1,250001,185500,0
binaria,500000,centro,1,18,400,83787000
lineal,500000,centro,2,250001,180400,0
binaria,500000,centro,2,18,300,83787000
lineal,500000,centro,3,250001,180200,0
binaria,500000,centro,3,18,300,83787000
lineal,500000,centro,4,250001,196500,0
binaria,500000,centro,4,18,300,83787000
lineal,500000,centro,5,250001,180300,0
binaria,500000,centro,5,18,400,83787000
lineal,500000,centro,6,250001,180200,0
binaria,500000,centro,6,18,300,83787000
lineal,500000,centro,7,250001,180200,0
binaria,500000,centro,7,18,300,83787000
lineal,500000,centro,8,250001,180100,0
binaria,500000,centro,8,18,400,83787000
lineal,500000,centro,9,250001,180200,0
binaria,500000,centro,9,18,300,83787000
lineal,500000,centro,10,250001,180500,0
binaria,500000,centro,10,18,300,83787000
lineal,500000,centro,11,250001,180300,0
binaria,500000,centro,11,18,300,83787000
lineal,500000,centro,12,250001,180100,0
binaria,500000,centro,12,18,300,83787000
lineal,500000,centro,13,250001,180300,0
binaria,500000,centro,13,18,400,83787000
lineal,500000,centro,14,250001,180300,0
binaria,500000,centro,14,18,400,83787000
lineal,500000,centro,15,250001,194100,0
binaria,500000,centro,15,18,400,83787000
lineal,500000,centro,16,250001,180500,0
binaria,500000,centro,16,18,300,83787000
lineal,500000,centro,17,250001,180800,0
binaria,500000,centro,17,18,300,83787000
lineal,500000,centro,18,250001,180200,0
binaria,500000,centro,18,18,400,83787000
lineal,500000,centro,19,250001,180300,0
binaria,500000,centro,19,18,400,83787000
lineal,500000,centro,20,250001,180100,0
binaria,500000,centro,20,18,300,83787000
lineal,500000,centro,21,250001,180600,0
binaria,500000,centro,21,18,300,83787000
lineal,500000,centro,22,250001,180700,0
binaria,500000,centro,22,18,400,83787000
lineal,500000,centro,23,250001,180600,0
binaria,500000,centro,23,18,300,83787000
lineal,500000,centro,24,250001,180100,0
binaria,500000,centro,24,18,400,83787000
lineal,500000,centro,25,250001,180300,0
binaria,500000,centro,25,18,300,83787000
lineal,500000,centro,26,250001,195000,0
binaria,500000,centro,26,18,300,83787000
lineal,500000,centro,27,250001,180500,0
binaria,500000,centro,27,18,300,83787000
lineal,500000,centro,28,250001,180400,0
binaria,500000,centro,28,18,300,83787000
lineal,500000,centro,29,250001,180400,0
binaria,500000,centro,29,18,300,83787000
lineal,500000,final,0,500000,446300,0
binaria,500000,final,0,19,900,83787000
lineal,500000,final,1,500000,361900,0
binaria,500000,final,1,19,700,83787000
lineal,500000,final,2,500000,360600,0
binaria,500000,final,2,19,300,83787000
lineal,500000,final,3,500000,375500,0
binaria,500000,final,3,19,400,83787000
lineal,500000,final,4,500000,360200,0
binaria,500000,final,4,19,300,83787000
lineal,500000,final,5,500000,360100,0
binaria,500000,final,5,19,300,83787000
lineal,500000,final,6,500000,416600,0
binaria,500000,final,6,19,700,83787000
lineal,500000,final,7,500000,491900,0
binaria,500000,final,7,19,500,83787000
lineal,500000,final,8,500000,569800,0
binaria,500000,final,8,19,1200,83787000
lineal,500000,final,9,500000,502700,0
binaria,500000,final,9,19,300,83787000
lineal,500000,final,10,500000,420200,0
binaria,500000,final,10,19,300,83787000
lineal,500000,final,11,500000,396500,0
binaria,500000,final,11,19,300,83787000
lineal,500000,final,12,500000,412800,0
binaria,500000,final,12,19,300,83787000
lineal,500000,final,13,500000,396700,0
binaria,500000,final,13,19,300,83787000
lineal,500000,final,14,500000,397600,0
binaria,500000,final,14,19,200,83787000
lineal,500000,final,15,500000,423800,0
binaria,500000,final,15,19,300,83787000
lineal,500000,final,16,500000,397600,0
binaria,500000,final,16,19,300,83787000
lineal,500000,final,17,500000,419800,0
binaria,500000,final,17,19,300,83787000
lineal,500000,final,18,500000,397500,0
binaria,500000,final,18,19,300,83787000
lineal,500000,final,19,500000,397500,0
binaria,500000,final,19,19,300,83787000
lineal,500000,final,20,500000,411500,0
binaria,500000,final,20,19,300,83787000
lineal,500000,final,21,500000,396600,0
binaria,500000,final,21,19,300,83787000
lineal,500000,final,22,500000,412600,0
binaria,500000,final,22,19,300,83787000
lineal,500000,final,23,500000,397400,0
binaria,500000,final,23,19,200,83787000
lineal,500000,final,24,500000,397500,0
binaria,500000,final,24,19,200,83787000
lineal,500000,final,25,500000,412100,0
binaria,500000,final,25,19,300,83787000
lineal,500000,final,26,500000,397700,0
binaria,500000,final,26,19,300,83787000
lineal,500000,final,27,500000,421800,0
binaria,500000,final,27,19,300,83787000
lineal,500000,final,28,500000,397600,0
binaria,500000,final,28,19,300,83787000
lineal,500000,final,29,500000,397600,0
binaria,500000,final,29,19,300,83787000
lineal,500000,ausente,0,500000,419200,0
binaria,500000,ausente,0,19,400,83787000
lineal,500000,ausente,1,500000,396700,0
binaria,500000,ausente,1,19,300,83787000
lineal,500000,ausente,2,500000,414100,0
binaria,500000,ausente,2,19,400,83787000
lineal,500000,ausente,3,500000,397500,0
binaria,500000,ausente,3,19,300,83787000
lineal,500000,ausente,4,500000,538900,0
binaria,500000,ausente,4,19,700,83787000
lineal,500000,ausente,5,500000,421300,0
binaria,500000,ausente,5,19,300,83787000
lineal,500000,ausente,6,500000,421700,0
binaria,500000,ausente,6,19,300,83787000
lineal,500000,ausente,7,500000,400000,0
binaria,500000,ausente,7,19,300,83787000
lineal,500000,ausente,8,500000,399900,0
binaria,500000,ausente,8,19,300,83787000
lineal,500000,ausente,9,500000,413900,0
binaria,500000,ausente,9,19,400,83787000
lineal,500000,ausente,10,500000,399600,0
binaria,500000,ausente,10,19,200,83787000
lineal,500000,ausente,11,500000,413500,0
binaria,500000,ausente,11,19,300,83787000
lineal,500000,ausente,12,500000,400000,0
binaria,500000,ausente,12,19,300,83787000
lineal,500000,ausente,13,500000,399900,0
binaria,500000,ausente,13,19,300,83787000
lineal,500000,ausente,14,500000,415700,0
binaria,500000,ausente,14,19,300,83787000
lineal,500000,ausente,15,500000,397900,0
binaria,500000,ausente,15,19,300,83787000
lineal,500000,ausente,16,500000,420300,0
binaria,500000,ausente,16,19,300,83787000
lineal,500000,ausente,17,500000,399800,0
binaria,500000,ausente,17,19,300,83787000
lineal,500000,ausente,18,500000,415100,0
binaria,500000,ausente,18,19,300,83787000
lineal,500000,ausente,19,500000,400500,0
binaria,500000,ausente,19,19,300,83787000
lineal,500000,ausente,20,500000,397400,0
binaria,500000,ausente,20,19,300,83787000
lineal,500000,ausente,21,500000,412100,0
binaria,500000,ausente,21,19,300,83787000
lineal,500000,ausente,22,500000,397600,0
binaria,500000,ausente,22,19,300,83787000
lineal,500000,ausente,23,500000,417700,0
binaria,500000,ausente,23,19,300,83787000
lineal,500000,ausente,24,500000,399600,0
binaria,500000,ausente,24,19,200,83787000
lineal,500000,ausente,25,500000,398200,0
binaria,500000,ausente,25,19,300,83787000
lineal,500000,ausente,26,500000,439600,0
binaria,500000,ausente,26,19,300,83787000
lineal,500000,ausente,27,500000,440900,0
binaria,500000,ausente,27,19,300,83787000
lineal,500000,ausente,28,500000,563400,0
binaria,500000,ausente,28,19,700,83787000
lineal,500000,ausente,29,500000,451100,0
binaria,500000,ausente,29,19,300,83787000
